* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -8.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 11:39:56 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Grado SR80e L
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
229.565 99.221 17.811
231.229 99.214 18.022
232.905 99.207 18.267
234.592 99.204 18.559
236.292 99.211 18.892
238.004 99.229 19.233
239.729 99.258 19.563
241.466 99.297 19.878
243.216 99.348 20.160
244.979 99.408 20.386
246.754 99.475 20.555
248.542 99.551 20.667
250.343 99.635 20.696
252.157 99.727 20.608
253.984 99.819 20.348
255.825 99.895 19.926
257.678 99.947 19.438
259.546 99.982 18.951
261.426 100.002 18.456
263.321 100.005 17.972
265.229 99.993 17.547
267.151 99.972 17.184
269.087 99.945 16.878
271.037 99.914 16.639
273.001 99.885 16.452
274.979 99.859 16.278
276.972 99.831 16.105
278.979 99.800 15.951
281.000 99.766 15.831
283.037 99.734 15.750
285.088 99.705 15.701
287.153 99.680 15.654
289.234 99.655 15.597
291.330 99.626 15.559
293.441 99.596 15.570
295.568 99.571 15.617
297.710 99.550 15.668
299.867 99.531 15.713
302.040 99.511 15.759
304.228 99.493 15.808
306.433 99.476 15.857
308.654 99.461 15.902
310.890 99.445 15.940
313.143 99.428 15.978
315.412 99.409 16.027
317.698 99.388 16.099
320.000 99.369 16.209
322.319 99.356 16.339
324.655 99.348 16.446
327.007 99.340 16.530
329.377 99.330 16.613
331.764 99.321 16.697
334.168 99.312 16.780
336.589 99.304 16.854
339.028 99.294 16.925
341.485 99.281 17.023
343.959 99.272 17.147
346.452 99.267 17.269
348.962 99.262 17.376
351.491 99.258 17.476
354.038 99.254 17.569
356.604 99.250 17.640
359.188 99.244 17.699
361.791 99.235 17.759
364.412 99.225 17.832
367.053 99.215 17.925
369.713 99.207 18.031
372.392 99.200 18.138
375.090 99.194 18.243
377.809 99.189 18.346
380.546 99.184 18.444
383.304 99.178 18.547
386.081 99.172 18.659
388.879 99.168 18.788
391.697 99.166 18.916
394.536 99.165 19.019
397.395 99.161 19.095
400.274 99.154 19.170
403.175 99.146 19.237
406.096 99.134 19.282
409.039 99.114 19.359
412.003 99.099 19.549
414.989 99.105 19.755
417.996 99.117 19.874
421.025 99.122 19.955
424.076 99.119 20.043
427.149 99.111 20.152
430.244 99.103 20.294
433.362 99.100 20.453
436.502 99.100 20.594
439.665 99.099 20.718
442.851 99.096 20.845
446.060 99.092 20.977
449.293 99.087 21.118
452.548 99.084 21.258
455.828 99.080 21.398
459.131 99.076 21.545
462.458 99.073 21.692
465.809 99.071 21.840
469.184 99.072 21.992
472.584 99.077 22.137
476.009 99.082 22.252
479.458 99.082 22.359
482.933 99.079 22.491
486.432 99.075 22.633
489.957 99.070 22.776
493.507 99.067 22.922
497.084 99.065 23.065
500.686 99.064 23.210
504.314 99.063 23.362
507.968 99.061 23.507
511.649 99.056 23.649
515.357 99.050 23.810
519.091 99.045 24.001
522.853 99.048 24.193
526.642 99.053 24.348
530.458 99.055 24.482
534.302 99.055 24.623
538.174 99.054 24.784
542.074 99.052 24.959
546.002 99.048 25.147
549.958 99.046 25.349
553.943 99.048 25.543
557.958 99.049 25.731
562.001 99.049 25.929
566.073 99.048 26.139
570.175 99.049 26.352
574.307 99.054 26.534
578.469 99.057 26.677
582.660 99.056 26.824
586.883 99.053 27.027
591.135 99.061 27.255
595.419 99.072 27.435
599.734 99.077 27.579
604.080 99.076 27.735
608.457 99.073 27.929
612.866 99.072 28.165
617.307 99.079 28.405
621.780 99.087 28.611
626.286 99.093 28.816
630.824 99.105 29.033
635.396 99.121 29.213
640.000 99.132 29.349
644.638 99.131 29.490
649.309 99.125 29.664
654.014 99.119 29.881
658.753 99.119 30.109
663.527 99.121 30.321
668.335 99.125 30.508
673.178 99.125 30.699
678.056 99.127 30.930
682.970 99.135 31.180
687.919 99.144 31.417
692.904 99.153 31.635
697.925 99.160 31.833
702.982 99.165 32.019
708.076 99.167 32.220
713.208 99.167 32.470
718.376 99.176 32.736
723.581 99.191 32.933
728.825 99.199 33.080
734.106 99.200 33.237
739.426 99.196 33.428
744.784 99.191 33.656
750.181 99.188 33.909
755.617 99.189 34.179
761.093 99.195 34.441
766.608 99.199 34.682
772.163 99.201 34.930
777.758 99.204 35.193
783.394 99.210 35.458
789.071 99.217 35.736
794.789 99.226 35.999
800.548 99.228 36.246
806.349 99.222 36.549
812.193 99.223 36.892
818.078 99.232 37.218
824.006 99.243 37.536
829.977 99.256 37.849
835.992 99.271 38.144
842.050 99.286 38.423
848.151 99.300 38.691
854.297 99.311 38.962
860.488 99.327 39.250
866.724 99.352 39.517
873.004 99.377 39.727
879.330 99.393 39.910
885.702 99.401 40.093
892.120 99.403 40.277
898.585 99.395 40.474
905.097 99.383 40.736
911.655 99.376 41.064
918.262 99.376 41.411
924.916 99.376 41.771
931.618 99.380 42.190
938.369 99.400 42.627
945.169 99.428 42.966
952.018 99.447 43.201
958.917 99.452 43.435
965.865 99.449 43.751
972.864 99.449 44.116
979.914 99.453 44.476
987.015 99.458 44.833
994.167 99.465 45.215
1,001.371 99.477 45.628
1,008.628 99.491 46.036
1,015.937 99.505 46.391
1,023.299 99.510 46.726
1,030.714 99.511 47.152
1,038.183 99.527 47.650
1,045.706 99.559 48.099
1,053.283 99.594 48.434
1,060.916 99.615 48.673
1,068.604 99.617 48.940
1,076.347 99.615 49.336
1,084.147 99.620 49.791
1,092.003 99.630 50.222
1,099.916 99.637 50.646
1,107.887 99.643 51.099
1,115.915 99.649 51.581
1,124.001 99.662 52.115
1,132.146 99.693 52.649
1,140.350 99.734 53.070
1,148.614 99.757 53.371
1,156.937 99.762 53.747
1,165.321 99.769 54.166
1,173.765 99.764 54.557
1,182.271 99.741 55.076
1,190.838 99.733 55.817
1,199.467 99.762 56.598
1,208.159 99.803 57.276
1,216.914 99.839 57.893
1,225.732 99.870 58.525
1,234.614 99.911 59.242
1,243.561 99.979 59.906
1,252.572 100.049 60.355
1,261.649 100.098 60.708
1,270.791 100.134 61.096
1,280.000 100.163 61.499
1,289.275 100.192 61.948
1,298.618 100.216 62.339
1,308.028 100.218 62.754
1,317.507 100.207 63.272
1,327.054 100.187 63.956
1,336.670 100.188 64.803
1,346.357 100.204 65.625
1,356.113 100.213 66.482
1,365.940 100.216 67.515
1,375.838 100.250 68.782
1,385.808 100.327 70.028
1,395.850 100.424 71.192
1,405.965 100.553 72.302
1,416.153 100.707 73.166
1,426.415 100.859 73.766
1,436.751 100.990 74.087
1,447.163 101.061 74.291
1,457.649 101.099 74.765
1,468.212 101.152 75.375
1,478.851 101.201 76.012
1,489.568 101.230 76.730
1,500.362 101.248 77.804
1,511.234 101.317 79.213
1,522.185 101.459 80.534
1,533.215 101.626 81.444
1,544.326 101.750 82.098
1,555.517 101.839 83.025
1,566.789 101.967 84.193
1,578.142 102.131 85.143
1,589.578 102.258 85.905
1,601.097 102.355 87.061
1,612.699 102.538 88.724
1,624.385 102.824 89.917
1,636.156 103.056 90.507
1,648.012 103.245 91.307
1,659.955 103.466 92.341
1,671.983 103.736 93.275
1,684.099 104.010 93.959
1,696.303 104.307 94.684
1,708.595 104.647 94.968
1,720.976 104.905 94.797
1,733.447 105.122 95.081
1,746.008 105.398 95.454
1,758.661 105.658 95.632
1,771.405 105.937 95.981
1,784.241 106.251 96.208
1,797.170 106.584 96.316
1,810.193 106.944 96.219
1,823.311 107.307 95.808
1,836.523 107.671 95.123
1,849.831 107.999 94.079
1,863.236 108.290 93.100
1,876.738 108.600 92.120
1,890.338 108.921 90.888
1,904.036 109.224 89.300
1,917.833 109.484 87.422
1,931.730 109.682 85.441
1,945.729 109.852 83.511
1,959.828 109.972 81.511
1,974.030 110.058 79.925
1,988.334 110.206 78.357
2,002.743 110.315 76.260
2,017.255 110.360 74.384
2,031.873 110.444 72.460
2,046.597 110.463 69.907
2,061.428 110.341 67.512
2,076.365 110.137 65.736
2,091.412 109.885 64.925
2,106.567 109.741 65.153
2,121.832 109.784 65.119
2,137.208 109.856 64.088
2,152.695 109.838 62.595
2,168.294 109.731 61.135
2,184.007 109.566 60.136
2,199.833 109.397 59.273
2,215.774 109.141 58.939
2,231.830 108.965 59.718
2,248.003 108.969 60.200
2,264.293 108.998 59.726
2,280.701 108.929 58.547
2,297.228 108.657 57.541
2,313.874 108.254 58.120
2,330.642 107.973 60.492
2,347.530 107.994 63.204
2,364.542 108.192 64.932
2,381.676 108.448 65.680
2,398.935 108.694 65.181
2,416.318 108.736 63.582
2,433.828 108.481 62.894
2,451.464 108.228 64.524
2,469.229 108.274 66.942
2,487.122 108.517 68.412
2,505.145 108.767 68.878
2,523.298 108.966 68.698
2,541.583 109.071 68.247
2,560.000 109.081 68.246
2,578.551 109.138 69.145
2,597.236 109.369 70.132
2,616.057 109.698 70.163
2,635.014 109.987 68.991
2,654.108 110.108 67.090
2,673.341 110.055 65.604
2,692.713 109.945 64.921
2,712.226 109.827 65.038
2,731.879 109.798 66.044
2,751.676 109.970 67.012
2,771.615 110.217 66.871
2,791.700 110.405 65.968
2,811.930 110.510 64.616
2,832.306 110.490 63.293
2,852.830 110.409 62.540
2,873.503 110.347 62.237
2,894.325 110.327 62.060
2,915.299 110.318 61.605
2,936.424 110.235 61.140
2,957.703 110.121 61.263
2,979.136 110.060 61.773
3,000.724 110.047 62.391
3,022.468 110.102 63.020
3,044.370 110.219 63.124
3,066.431 110.305 62.546
3,088.652 110.285 61.584
3,111.033 110.120 60.986
3,133.577 109.899 61.460
3,156.284 109.750 62.924
3,179.156 109.780 64.739
3,202.193 109.956 65.748
3,225.398 110.089 65.633
3,248.771 110.065 65.355
3,272.312 109.952 65.916
3,296.025 109.910 67.375
3,319.909 110.006 68.821
3,343.967 110.165 69.702
3,368.198 110.295 69.956
3,392.606 110.334 70.167
3,417.190 110.339 70.886
3,441.952 110.401 71.968
3,466.894 110.512 72.733
3,492.017 110.577 73.190
3,517.321 110.572 73.860
3,542.809 110.554 75.197
3,568.482 110.614 77.049
3,594.341 110.760 78.836
3,620.387 110.909 80.361
3,646.622 111.038 82.119
3,673.046 111.218 84.388
3,699.663 111.520 86.857
3,726.472 111.928 88.945
3,753.476 112.363 90.427
3,780.675 112.764 91.617
3,808.071 113.164 93.041
3,835.666 113.652 94.747
3,863.461 114.258 96.150
3,891.457 114.887 96.803
3,919.656 115.502 97.229
3,948.060 116.202 97.687
3,976.669 117.008 97.504
4,005.486 117.817 96.157
4,034.511 118.546 93.885
4,063.747 119.188 91.172
4,093.194 119.773 88.205
4,122.855 120.295 84.934
4,152.731 120.736 81.461
4,182.824 121.090 77.840
4,213.134 121.345 74.103
4,243.664 121.521 70.351
4,274.416 121.653 66.748
4,305.390 121.762 63.326
4,336.588 121.847 59.986
4,368.013 121.921 56.674
4,399.666 122.003 53.238
4,431.547 122.092 49.437
4,463.660 122.153 45.108
4,496.005 122.166 40.321
4,528.585 122.166 35.343
4,561.401 122.182 30.378
4,594.455 122.202 25.499
4,627.749 122.208 20.653
4,661.283 122.212 15.643
4,695.061 122.203 10.385
4,729.083 122.145 4.990
4,763.352 122.041 -0.162
4,797.869 121.948 -4.752
4,832.637 121.856 -8.882
4,867.656 121.707 -12.565
4,902.929 121.495 -15.874
4,938.458 121.220 -19.038
4,974.244 120.836 -21.897
5,010.289 120.346 -24.048
5,046.596 119.856 -25.568
5,083.166 119.423 -27.051
5,120.000 119.014 -28.766
5,157.102 118.600 -30.567
5,194.472 118.160 -32.406
5,232.113 117.677 -34.040
5,270.027 117.184 -35.265
5,308.216 116.734 -36.237
5,346.682 116.318 -37.264
5,385.426 115.909 -38.451
5,424.451 115.483 -39.866
5,463.759 114.993 -41.387
5,503.352 114.408 -42.566
5,543.231 113.780 -43.067
5,583.399 113.165 -42.991
5,623.859 112.578 -42.511
5,664.612 112.011 -41.679
5,705.660 111.479 -40.444
5,747.006 111.013 -38.917
5,788.651 110.612 -37.379
5,830.598 110.256 -35.945
5,872.849 109.916 -34.547
5,915.406 109.585 -33.033
5,958.271 109.279 -31.399
6,001.447 109.002 -29.720
6,044.937 108.740 -27.932
6,088.740 108.520 -25.907
6,132.862 108.376 -23.767
6,177.303 108.326 -21.789
6,222.066 108.348 -20.341
