* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -13.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 10:42:04 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: MyAudioSession L
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3,620.387 111.629 44.942
3,646.622 111.691 45.263
3,673.046 111.789 45.726
3,699.663 111.928 46.243
3,726.472 112.105 46.739
3,753.476 112.315 47.146
3,780.675 112.554 47.431
3,808.071 112.819 47.584
3,835.666 113.105 47.590
3,863.461 113.409 47.439
3,891.457 113.727 47.115
3,919.656 114.056 46.605
3,948.060 114.393 45.890
3,976.669 114.735 44.954
4,005.486 115.077 43.792
4,034.511 115.411 42.427
4,063.747 115.732 40.921
4,093.194 116.048 39.348
4,122.855 116.376 37.681
4,152.731 116.720 35.739
4,182.824 117.055 33.442
4,213.134 117.363 30.916
4,243.664 117.649 28.274
4,274.416 117.925 25.501
4,305.390 118.194 22.531
4,336.588 118.449 19.311
4,368.013 118.683 15.827
4,399.666 118.889 12.091
4,431.547 119.059 8.129
4,463.660 119.191 3.955
4,496.005 119.279 -0.430
4,528.585 119.319 -5.018
4,561.401 119.304 -9.792
4,594.455 119.226 -14.710
4,627.749 119.081 -19.699
4,661.283 118.867 -24.692
4,695.061 118.579 -29.645
4,729.083 118.214 -34.494
4,763.352 117.775 -39.147
4,797.869 117.267 -43.525
4,832.637 116.698 -47.559
4,867.656 116.075 -51.190
4,902.929 115.411 -54.398
4,938.458 114.715 -57.184
4,974.244 113.993 -59.564
5,010.289 113.250 -61.535
5,046.596 112.494 -63.084
5,083.166 111.732 -64.217
5,120.000 110.966 -64.947
5,157.102 110.201 -65.301
5,194.472 109.442 -65.285
5,232.113 108.697 -64.887
5,270.027 107.966 -64.131
5,308.216 107.253 -63.027
5,346.682 106.558 -61.594
5,385.426 105.887 -59.848
5,424.451 105.240 -57.781
5,463.759 104.616 -55.387
5,503.352 104.020 -52.618
5,543.231 103.459 -49.418
5,583.399 102.949 -45.777
5,623.859 102.507 -41.720
5,664.612 102.155 -37.311
5,705.660 101.912 -32.676
5,747.006 101.789 -27.994
5,788.651 101.787 -23.448
5,830.598 101.896 -19.189
5,872.849 102.100 -15.326
5,915.406 102.379 -11.966
5,958.271 102.716 -9.145
6,001.447 103.111 -6.874
6,044.937 103.559 -5.284
6,088.740 104.031 -4.561
6,132.862 104.479 -4.803
6,177.303 104.851 -5.944
6,222.066 105.110 -7.763
6,267.154 105.231 -9.931
6,312.568 105.215 -12.067
6,358.312 105.088 -13.853
6,404.387 104.888 -15.102
6,450.796 104.652 -15.778
6,497.541 104.411 -15.956
6,544.625 104.187 -15.721
6,592.050 103.996 -15.175
6,639.818 103.843 -14.431
6,687.934 103.725 -13.595
6,736.397 103.643 -12.747
6,785.211 103.591 -11.938
6,834.380 103.563 -11.183
6,883.905 103.558 -10.494
6,933.789 103.575 -9.880
6,984.034 103.609 -9.385
7,034.643 103.656 -9.049
7,085.619 103.712 -8.903
7,136.964 103.771 -8.976
7,188.681 103.826 -9.267
7,240.773 103.870 -9.770
7,293.243 103.893 -10.460
7,346.093 103.886 -11.301
7,399.326 103.849 -12.247
7,452.944 103.776 -13.252
7,506.951 103.666 -14.268
7,561.350 103.522 -15.228
7,616.143 103.348 -16.073
7,671.332 103.146 -16.764
7,726.922 102.918 -17.275
7,782.915 102.669 -17.566
7,839.312 102.405 -17.565
7,896.120 102.151 -17.189
7,953.338 101.947 -16.456
8,010.971 101.830 -15.663
8,069.022 101.781 -15.295
8,127.493 101.726 -15.543
8,186.389 101.604 -16.148
8,245.711 101.410 -16.754
8,305.462 101.166 -17.155
8,365.647 100.897 -17.292
8,426.268 100.617 -17.177
8,487.328 100.333 -16.844
8,548.831 100.047 -16.297
8,610.779 99.771 -15.507
8,673.177 99.517 -14.500
8,736.026 99.290 -13.401
8,799.331 99.091 -12.354
8,863.095 98.901 -11.436
8,927.320 98.685 -10.541
8,992.011 98.439 -9.422
9,057.171 98.198 -7.904
9,122.803 97.996 -6.052
9,188.910 97.847 -4.059
9,255.497 97.745 -2.062
9,322.566 97.681 -0.114
9,390.121 97.651 1.766
9,458.166 97.652 3.549
9,526.704 97.685 5.202
9,595.738 97.750 6.659
9,665.273 97.829 7.848
9,735.312 97.907 8.771
9,805.857 97.973 9.512
9,876.915 98.023 10.183
9,948.487 98.065 10.875
10,020.578 98.109 11.614
10,093.191 98.160 12.342
10,166.331 98.218 13.003
10,240.000 98.275 13.621
10,314.203 98.340 14.276
10,388.944 98.436 14.989
10,464.227 98.584 15.625
10,540.055 98.776 15.994
10,616.433 99.001 15.971
10,693.363 99.246 15.426
10,770.853 99.479 14.217
10,848.902 99.656 12.357
10,927.518 99.740 10.073
11,006.703 99.716 7.680
11,086.462 99.605 5.419
11,166.799 99.437 3.350
11,247.719 99.234 1.401
11,329.224 98.998 -0.527
11,411.320 98.708 -2.465
11,494.012 98.346 -4.321
11,577.302 97.903 -5.899
11,661.195 97.370 -6.927
11,745.697 96.775 -7.120
11,830.812 96.189 -6.370
11,916.543 95.688 -4.922
12,002.895 95.297 -3.275
12,089.873 94.979 -1.839
12,177.480 94.677 -0.707
12,265.724 94.338 0.285
12,354.606 93.942 1.509
12,444.133 93.520 3.328
12,534.309 93.131 5.767
12,625.137 92.815 8.498
12,716.624 92.553 11.140
12,808.773 92.262 13.744
12,901.592 91.906 16.997
12,995.082 91.568 21.614
13,089.250 91.408 27.646
13,184.100 91.582 34.416
13,279.637 92.146 40.814
13,375.867 93.010 45.616
13,472.794 93.973 48.077
13,570.423 94.864 48.404
13,668.760 95.615 47.401
13,767.810 96.243 45.779
13,867.577 96.786 43.828
13,968.067 97.273 41.591
14,069.285 97.732 39.028
14,171.237 98.170 35.988
14,273.928 98.552 32.391
14,377.362 98.863 28.341
14,481.547 99.117 23.771
14,586.486 99.287 18.439
14,692.186 99.300 12.309
14,798.651 99.079 5.831
14,905.889 98.606 -0.161
15,013.902 97.945 -4.891
15,122.700 97.214 -8.208
15,232.285 96.489 -10.556
15,342.664 95.767 -12.125
15,453.844 95.064 -12.559
15,565.829 94.516 -11.983
15,678.625 94.206 -11.632
15,792.239 94.019 -12.543
15,906.676 93.775 -14.563
16,021.942 93.382 -16.939
16,138.044 92.864 -18.878
16,254.986 92.301 -20.067
16,372.777 91.750 -20.652
16,491.422 91.233 -20.744
16,610.924 90.791 -20.316
16,731.295 90.520 -19.684
16,852.535 90.458 -20.010
16,974.656 90.453 -22.195
17,097.662 90.334 -26.083
17,221.559 89.999 -31.037
17,346.354 89.370 -36.130
17,472.053 88.461 -40.012
17,598.662 87.467 -42.110
