* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -7.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 10:59:25 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: B&O BEOPLAY H4 L
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.145 108.877 78.453
20.291 108.920 78.208
20.438 108.964 77.807
20.586 109.028 77.181
20.735 109.130 76.306
20.885 109.230 75.431
21.037 109.317 74.651
21.189 109.398 73.902
21.343 109.475 73.187
21.497 109.546 72.504
21.653 109.617 71.816
21.810 109.688 71.117
21.968 109.758 70.420
22.127 109.825 69.731
22.288 109.891 69.048
22.449 109.955 68.372
22.612 110.017 67.703
22.776 110.077 67.037
22.941 110.137 66.372
23.107 110.195 65.711
23.274 110.251 65.054
23.443 110.307 64.400
23.613 110.361 63.748
23.784 110.413 63.099
23.956 110.465 62.451
24.130 110.516 61.804
24.305 110.565 61.158
24.481 110.613 60.514
24.658 110.660 59.869
24.837 110.706 59.225
25.017 110.751 58.581
25.198 110.794 57.936
25.381 110.837 57.291
25.565 110.878 56.644
25.750 110.919 55.997
25.937 110.958 55.348
26.125 110.996 54.698
26.314 111.033 54.047
26.505 111.069 53.395
26.697 111.103 52.742
26.890 111.136 52.087
27.085 111.169 51.432
27.281 111.200 50.775
27.479 111.229 50.118
27.678 111.258 49.461
27.879 111.285 48.803
28.081 111.312 48.145
28.284 111.337 47.487
28.489 111.361 46.830
28.696 111.384 46.172
28.904 111.406 45.516
29.113 111.427 44.859
29.324 111.447 44.204
29.537 111.467 43.549
29.751 111.485 42.894
29.966 111.503 42.240
30.183 111.520 41.586
30.402 111.536 40.932
30.622 111.551 40.279
30.844 111.566 39.625
31.068 111.580 38.970
31.293 111.593 38.316
31.520 111.605 37.660
31.748 111.617 37.005
31.978 111.627 36.348
32.210 111.637 35.691
32.443 111.646 35.034
32.678 111.654 34.376
32.915 111.661 33.719
33.154 111.667 33.061
33.394 111.673 32.403
33.636 111.677 31.746
33.880 111.680 31.090
34.125 111.683 30.434
34.372 111.684 29.778
34.621 111.685 29.124
34.872 111.684 28.471
35.125 111.682 27.819
35.380 111.680 27.168
35.636 111.676 26.519
35.894 111.671 25.871
36.154 111.666 25.225
36.416 111.659 24.581
36.680 111.651 23.939
36.946 111.642 23.300
37.214 111.632 22.664
37.483 111.621 22.031
37.755 111.609 21.401
38.029 111.595 20.776
38.304 111.581 20.154
38.582 111.566 19.536
38.861 111.550 18.922
39.143 111.533 18.312
39.427 111.515 17.707
39.712 111.497 17.105
40.000 111.477 16.507
40.290 111.457 15.913
40.582 111.436 15.323
40.876 111.413 14.738
41.172 111.390 14.156
41.470 111.366 13.580
41.771 111.342 13.008
42.074 111.316 12.442
42.379 111.290 11.881
42.686 111.262 11.326
42.995 111.234 10.777
43.306 111.205 10.235
43.620 111.176 9.700
43.936 111.146 9.172
44.255 111.115 8.651
44.575 111.084 8.138
44.898 111.053 7.633
45.224 111.021 7.135
45.552 110.990 6.643
45.882 110.958 6.158
46.214 110.927 5.678
46.549 110.895 5.204
46.886 110.863 4.734
47.226 110.831 4.268
47.568 110.799 3.808
47.913 110.767 3.354
48.260 110.734 2.907
48.610 110.702 2.468
48.962 110.670 2.037
49.317 110.638 1.614
49.674 110.607 1.197
50.034 110.578 0.785
50.397 110.550 0.375
50.762 110.522 -0.036
51.130 110.496 -0.451
51.500 110.471 -0.872
51.874 110.447 -1.300
52.249 110.422 -1.737
52.628 110.397 -2.184
53.009 110.372 -2.639
53.394 110.345 -3.103
53.781 110.318 -3.576
54.170 110.289 -4.055
54.563 110.258 -4.541
54.958 110.225 -5.033
55.356 110.190 -5.528
55.758 110.153 -6.027
56.162 110.113 -6.525
56.569 110.071 -7.022
56.978 110.026 -7.515
57.391 109.978 -8.000
57.807 109.928 -8.476
58.226 109.875 -8.942
58.648 109.821 -9.397
59.073 109.766 -9.841
59.501 109.709 -10.273
59.932 109.650 -10.696
60.367 109.591 -11.108
60.804 109.530 -11.511
61.245 109.467 -11.903
61.688 109.404 -12.285
62.135 109.338 -12.655
62.586 109.272 -13.011
63.039 109.204 -13.352
63.496 109.135 -13.677
63.956 109.066 -13.985
64.420 108.996 -14.275
64.886 108.926 -14.548
65.357 108.855 -14.804
65.830 108.786 -15.044
66.307 108.716 -15.269
66.788 108.648 -15.480
67.272 108.580 -15.679
67.759 108.512 -15.867
68.250 108.445 -16.044
68.745 108.379 -16.210
69.243 108.312 -16.364
69.745 108.247 -16.505
70.250 108.182 -16.632
70.759 108.118 -16.747
71.272 108.055 -16.851
71.788 107.993 -16.945
72.309 107.932 -17.031
72.833 107.872 -17.108
73.360 107.813 -17.173
73.892 107.755 -17.228
74.427 107.698 -17.274
74.967 107.642 -17.313
75.510 107.588 -17.345
76.057 107.534 -17.370
76.608 107.480 -17.386
77.163 107.428 -17.390
77.723 107.376 -17.380
78.286 107.326 -17.355
78.853 107.278 -17.320
79.424 107.233 -17.277
80.000 107.190 -17.230
80.580 107.148 -17.180
81.164 107.108 -17.123
81.752 107.069 -17.058
82.344 107.033 -16.981
82.941 106.999 -16.891
83.542 106.969 -16.794
84.147 106.944 -16.697
84.757 106.924 -16.612
85.371 106.906 -16.546
85.990 106.889 -16.499
86.613 106.872 -16.463
87.241 106.855 -16.422
87.873 106.840 -16.367
88.510 106.829 -16.298
89.151 106.824 -16.232
89.797 106.826 -16.193
90.448 106.832 -16.198
91.103 106.839 -16.251
91.763 106.844 -16.343
92.428 106.846 -16.455
93.098 106.845 -16.575
93.773 106.843 -16.697
94.452 106.842 -16.822
95.137 106.841 -16.958
95.826 106.841 -17.108
96.520 106.842 -17.278
97.220 106.841 -17.467
97.924 106.838 -17.672
98.634 106.834 -17.891
99.349 106.828 -18.121
100.069 106.820 -18.360
100.794 106.810 -18.606
101.524 106.797 -18.857
102.260 106.783 -19.112
103.001 106.766 -19.369
103.747 106.748 -19.627
104.499 106.727 -19.884
105.256 106.705 -20.138
106.019 106.681 -20.390
106.787 106.656 -20.642
107.561 106.629 -20.891
108.340 106.601 -21.138
109.126 106.570 -21.378
109.916 106.539 -21.610
110.713 106.506 -21.833
111.515 106.472 -22.047
112.323 106.437 -22.251
113.137 106.402 -22.446
113.957 106.366 -22.630
114.783 106.330 -22.804
115.614 106.295 -22.969
116.452 106.259 -23.126
117.296 106.225 -23.277
118.146 106.191 -23.423
119.002 106.157 -23.564
119.865 106.124 -23.702
120.733 106.092 -23.837
121.608 106.060 -23.971
122.489 106.029 -24.105
123.377 105.998 -24.239
124.271 105.968 -24.374
125.171 105.938 -24.511
126.078 105.909 -24.648
126.992 105.879 -24.786
127.912 105.851 -24.928
128.839 105.822 -25.073
129.773 105.792 -25.213
130.713 105.763 -25.344
131.660 105.737 -25.472
132.615 105.713 -25.610
133.575 105.690 -25.762
134.543 105.666 -25.923
135.518 105.643 -26.090
136.500 105.621 -26.268
137.490 105.598 -26.458
138.486 105.575 -26.659
139.489 105.553 -26.871
140.500 105.530 -27.101
141.518 105.506 -27.352
142.544 105.479 -27.620
143.577 105.449 -27.897
144.617 105.417 -28.179
145.665 105.382 -28.467
146.721 105.344 -28.758
147.784 105.304 -29.050
148.855 105.261 -29.339
149.933 105.217 -29.624
151.020 105.171 -29.907
152.114 105.124 -30.196
153.217 105.073 -30.493
154.327 105.019 -30.795
155.445 104.959 -31.092
156.572 104.895 -31.373
157.706 104.827 -31.633
158.849 104.756 -31.867
160.000 104.683 -32.075
161.159 104.607 -32.254
162.327 104.530 -32.401
163.504 104.452 -32.510
164.688 104.373 -32.576
165.882 104.297 -32.594
167.084 104.226 -32.566
168.295 104.162 -32.511
169.514 104.105 -32.454
170.742 104.055 -32.410
171.980 104.008 -32.385
173.226 103.965 -32.378
174.481 103.922 -32.391
175.746 103.881 -32.422
177.019 103.840 -32.468
178.302 103.798 -32.525
179.594 103.758 -32.593
180.895 103.716 -32.670
182.206 103.676 -32.753
183.527 103.635 -32.845
184.856 103.595 -32.954
186.196 103.554 -33.086
187.545 103.510 -33.235
188.904 103.462 -33.383
190.273 103.413 -33.526
191.652 103.363 -33.674
193.041 103.312 -33.830
194.440 103.258 -33.990
195.849 103.202 -34.148
197.268 103.143 -34.297
198.697 103.082 -34.433
200.137 103.022 -34.556
201.587 102.963 -34.673
203.048 102.906 -34.796
204.520 102.850 -34.939
206.002 102.792 -35.112
207.494 102.731 -35.308
208.998 102.664 -35.507
210.512 102.595 -35.694
212.038 102.526 -35.874
213.574 102.458 -36.067
215.122 102.389 -36.292
216.681 102.315 -36.548
218.251 102.231 -36.811
219.833 102.139 -37.051
221.426 102.041 -37.258
223.030 101.938 -37.440
224.646 101.829 -37.592
226.274 101.714 -37.696
227.914 101.595 -37.747
229.565 101.474 -37.747
231.229 101.353 -37.700
232.905 101.233 -37.614
234.592 101.112 -37.493
236.292 100.992 -37.336
238.004 100.873 -37.139
239.729 100.757 -36.897
241.466 100.647 -36.617
243.216 100.545 -36.316
244.979 100.451 -36.009
246.754 100.364 -35.718
248.542 100.279 -35.461
250.343 100.191 -35.216
252.157 100.098 -34.930
253.984 100.011 -34.605
255.825 99.928 -34.285
257.678 99.847 -33.985
259.546 99.767 -33.695
261.426 99.685 -33.405
263.321 99.604 -33.106
265.229 99.525 -32.792
267.151 99.448 -32.477
269.087 99.372 -32.161
271.037 99.296 -31.841
273.001 99.223 -31.524
274.979 99.150 -31.226
276.972 99.073 -30.943
278.979 98.993 -30.643
281.000 98.912 -30.315
283.037 98.833 -29.972
285.088 98.754 -29.616
287.153 98.677 -29.244
289.234 98.601 -28.864
291.330 98.527 -28.481
293.441 98.453 -28.096
295.568 98.382 -27.716
297.710 98.311 -27.351
299.867 98.238 -26.996
302.040 98.161 -26.631
304.228 98.082 -26.241
306.433 98.004 -25.822
308.654 97.928 -25.384
310.890 97.856 -24.947
313.143 97.783 -24.522
315.412 97.707 -24.088
317.698 97.631 -23.634
320.000 97.555 -23.161
322.319 97.481 -22.671
324.655 97.409 -22.178
327.007 97.336 -21.682
329.377 97.262 -21.162
331.764 97.189 -20.604
334.168 97.122 -20.027
336.589 97.058 -19.459
339.028 96.995 -18.904
341.485 96.930 -18.343
343.959 96.865 -17.762
346.452 96.803 -17.173
348.962 96.742 -16.586
351.491 96.681 -15.998
354.038 96.620 -15.405
356.604 96.559 -14.797
359.188 96.497 -14.170
361.791 96.438 -13.525
364.412 96.380 -12.865
367.053 96.323 -12.197
369.713 96.268 -11.521
372.392 96.215 -10.834
375.090 96.164 -10.144
377.809 96.114 -9.457
380.546 96.063 -8.763
383.304 96.012 -8.049
386.081 95.963 -7.310
388.879 95.918 -6.556
391.697 95.875 -5.798
394.536 95.833 -5.032
397.395 95.793 -4.246
400.274 95.755 -3.454
403.175 95.718 -2.653
406.096 95.681 -1.813
409.039 95.653 -0.948
412.003 95.631 -0.120
414.989 95.606 0.665
417.996 95.576 1.466
421.025 95.546 2.300
424.076 95.521 3.156
427.149 95.501 4.017
430.244 95.483 4.884
433.362 95.469 5.764
436.502 95.459 6.648
439.665 95.452 7.539
442.851 95.450 8.428
446.060 95.450 9.308
449.293 95.451 10.186
452.548 95.454 11.062
455.828 95.459 11.932
459.131 95.462 12.799
462.458 95.463 13.686
465.809 95.465 14.608
469.184 95.469 15.563
472.584 95.476 16.549
476.009 95.490 17.563
479.458 95.512 18.586
482.933 95.540 19.600
486.432 95.569 20.621
489.957 95.603 21.665
493.507 95.644 22.731
497.084 95.692 23.816
500.686 95.749 24.906
504.314 95.815 25.990
507.968 95.891 27.063
511.649 95.978 28.112
515.357 96.074 29.125
519.091 96.181 30.088
522.853 96.295 30.984
526.642 96.413 31.811
530.458 96.534 32.574
534.302 96.655 33.276
538.174 96.776 33.926
542.074 96.897 34.531
546.002 97.019 35.088
549.958 97.139 35.607
553.943 97.257 36.089
557.958 97.371 36.542
562.001 97.481 36.973
566.073 97.590 37.381
