		
Frequency	dB	Unweighted
6952	86.4
7053	86.4
7155	86.3
7259	86.3
7365	86.3
7472	86.4
7581	86.5
7691	86.6
7803	86.7
7916	87.0
8032	87.3
8148	87.5
8267	87.4
8387	87.0
8509	86.4
8633	85.6
8758	84.4
8886	82.9
9015	81.3
9146	80.0
9279	78.8
9414	77.7
9551	76.4
9690	74.9
9831	73.5
9974	72.0
10119	70.4
10266	68.6
10416	66.5
10567	63.9
10721	61.3
10877	59.8
11035	63.0
11196	67.9
11358	72.3
11524	75.9
11691	78.3
11861	79.5
12034	79.5
12209	78.8
12386	77.8
12567	76.7
12749	75.6
12935	74.6
13123	73.5
13314	72.5
13507	71.8
13704	71.3
13903	71.1
14105	70.9
14311	70.8
14519	71.0
14730	72.1
14944	73.2
15162	74.0
15382	74.9
15606	75.9
15833	76.4
16063	76.4
16297	75.8
16534	74.7
16774	73.4
17018	71.9
17266	70.5
17517	69.6
17772	68.6
18030	67.6
18293	66.3
18559	64.7
18829	63.1
19102	61.5
19380	60.1
20000	59.0
overall dB	0.0 dB	
decay	Average	
averaging	No Smoothing	
source	Totally Made Up	
		
		
saved	--/-/--, --:-- AM	
peak	0.0Hz	
