* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -8.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 10:58:29 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: B&O BEOPLAY H4 R
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.145 103.186 93.474
20.291 103.235 93.254
20.438 103.284 92.894
20.586 103.355 92.331
20.735 103.468 91.545
20.885 103.580 90.760
21.037 103.678 90.060
21.189 103.770 89.388
21.343 103.858 88.747
21.497 103.941 88.135
21.653 104.023 87.518
21.810 104.105 86.892
21.968 104.186 86.267
22.127 104.266 85.649
22.288 104.343 85.036
22.449 104.420 84.429
22.612 104.494 83.828
22.776 104.567 83.228
22.941 104.639 82.629
23.107 104.710 82.033
23.274 104.779 81.440
23.443 104.847 80.848
23.613 104.914 80.259
23.784 104.980 79.670
23.956 105.044 79.082
24.130 105.107 78.496
24.305 105.169 77.910
24.481 105.230 77.325
24.658 105.289 76.741
24.837 105.348 76.158
25.017 105.405 75.574
25.198 105.461 74.992
25.381 105.516 74.410
25.565 105.570 73.828
25.750 105.622 73.247
25.937 105.674 72.665
26.125 105.725 72.084
26.314 105.775 71.503
26.505 105.824 70.922
26.697 105.871 70.341
26.890 105.918 69.760
27.085 105.965 69.178
27.281 106.010 68.595
27.479 106.054 68.012
27.678 106.098 67.428
27.879 106.140 66.844
28.081 106.182 66.258
28.284 106.223 65.672
28.489 106.263 65.084
28.696 106.302 64.496
28.904 106.341 63.907
29.113 106.378 63.316
29.324 106.415 62.726
29.537 106.450 62.135
29.751 106.485 61.543
29.966 106.519 60.951
30.183 106.552 60.359
30.402 106.584 59.768
30.622 106.615 59.176
30.844 106.646 58.585
31.068 106.675 57.995
31.293 106.704 57.406
31.520 106.733 56.817
31.748 106.760 56.229
31.978 106.787 55.642
32.210 106.813 55.056
32.443 106.838 54.470
32.678 106.863 53.885
32.915 106.888 53.300
33.154 106.911 52.716
33.394 106.934 52.132
33.636 106.957 51.547
33.880 106.978 50.963
34.125 106.999 50.378
34.372 107.019 49.794
34.621 107.039 49.210
34.872 107.057 48.627
35.125 107.075 48.044
35.380 107.092 47.462
35.636 107.108 46.881
35.894 107.123 46.302
36.154 107.138 45.724
36.416 107.152 45.148
36.680 107.165 44.574
36.946 107.177 44.002
37.214 107.188 43.432
37.483 107.199 42.864
37.755 107.209 42.298
38.029 107.218 41.735
38.304 107.227 41.174
38.582 107.235 40.615
38.861 107.242 40.059
39.143 107.249 39.506
39.427 107.255 38.955
39.712 107.260 38.406
40.000 107.265 37.860
40.290 107.269 37.317
40.582 107.273 36.776
40.876 107.276 36.237
41.172 107.278 35.701
41.470 107.280 35.167
41.771 107.281 34.635
42.074 107.282 34.106
42.379 107.282 33.580
42.686 107.281 33.056
42.995 107.280 32.535
43.306 107.278 32.018
43.620 107.276 31.504
43.936 107.273 30.994
44.255 107.270 30.487
44.575 107.266 29.984
44.898 107.262 29.484
45.224 107.258 28.987
45.552 107.253 28.491
45.882 107.249 27.996
46.214 107.243 27.500
46.549 107.238 27.002
46.886 107.231 26.502
47.226 107.223 26.001
47.568 107.213 25.500
47.913 107.201 25.003
48.260 107.187 24.513
48.610 107.171 24.035
48.962 107.154 23.570
49.317 107.136 23.122
49.674 107.118 22.690
50.034 107.101 22.274
50.397 107.085 21.868
50.762 107.070 21.470
51.130 107.056 21.075
51.500 107.044 20.678
51.874 107.032 20.276
52.249 107.021 19.869
52.628 107.010 19.454
53.009 106.998 19.034
53.394 106.985 18.609
53.781 106.971 18.181
54.170 106.956 17.752
54.563 106.940 17.321
54.958 106.923 16.889
55.356 106.904 16.456
55.758 106.885 16.023
56.162 106.864 15.588
56.569 106.841 15.153
56.978 106.817 14.718
57.391 106.791 14.285
57.807 106.763 13.855
58.226 106.733 13.429
58.648 106.701 13.010
59.073 106.668 12.598
59.501 106.632 12.195
59.932 106.596 11.801
60.367 106.558 11.416
60.804 106.518 11.041
61.245 106.478 10.677
61.688 106.436 10.323
62.135 106.393 9.980
62.586 106.348 9.650
63.039 106.303 9.332
63.496 106.257 9.028
63.956 106.209 8.739
64.420 106.161 8.466
64.886 106.113 8.210
65.357 106.064 7.971
65.830 106.016 7.749
66.307 105.968 7.543
66.788 105.920 7.353
67.272 105.873 7.176
67.759 105.826 7.012
68.250 105.780 6.862
68.745 105.734 6.725
69.243 105.689 6.602
69.745 105.645 6.492
70.250 105.601 6.396
70.759 105.559 6.315
71.272 105.518 6.247
71.788 105.478 6.192
72.309 105.441 6.148
72.833 105.404 6.114
73.360 105.370 6.088
73.892 105.337 6.069
74.427 105.306 6.058
74.967 105.277 6.052
75.510 105.249 6.054
76.057 105.223 6.063
76.608 105.199 6.078
77.163 105.177 6.096
77.723 105.158 6.115
78.286 105.141 6.131
78.853 105.126 6.140
79.424 105.112 6.140
80.000 105.099 6.131
80.580 105.086 6.112
81.164 105.071 6.091
81.752 105.055 6.072
82.344 105.038 6.064
82.941 105.020 6.074
83.542 105.003 6.104
84.147 104.987 6.157
84.757 104.974 6.229
85.371 104.966 6.317
85.990 104.961 6.413
86.613 104.962 6.509
87.241 104.968 6.598
87.873 104.977 6.674
88.510 104.990 6.731
89.151 105.006 6.768
89.797 105.023 6.784
90.448 105.042 6.780
91.103 105.060 6.756
91.763 105.079 6.716
92.428 105.098 6.664
93.098 105.117 6.601
93.773 105.136 6.528
94.452 105.156 6.443
95.137 105.174 6.346
95.826 105.192 6.238
96.520 105.209 6.126
97.220 105.225 6.013
97.924 105.242 5.904
98.634 105.259 5.795
99.349 105.279 5.680
100.069 105.300 5.551
100.794 105.323 5.400
101.524 105.344 5.228
102.260 105.365 5.036
103.001 105.383 4.832
103.747 105.400 4.618
104.499 105.415 4.399
105.256 105.429 4.176
106.019 105.441 3.951
106.787 105.453 3.723
107.561 105.465 3.490
108.340 105.475 3.250
109.126 105.485 3.004
109.916 105.493 2.753
110.713 105.500 2.499
111.515 105.505 2.244
112.323 105.510 1.990
113.137 105.514 1.737
113.957 105.517 1.483
114.783 105.520 1.225
115.614 105.523 0.961
116.452 105.524 0.689
117.296 105.523 0.411
118.146 105.520 0.131
119.002 105.514 -0.146
119.865 105.507 -0.416
120.733 105.498 -0.676
121.608 105.487 -0.927
122.489 105.476 -1.168
123.377 105.465 -1.400
124.271 105.454 -1.626
125.171 105.442 -1.844
126.078 105.431 -2.058
126.992 105.420 -2.267
127.912 105.408 -2.473
128.839 105.397 -2.675
129.773 105.385 -2.871
130.713 105.374 -3.059
131.660 105.364 -3.244
132.615 105.355 -3.430
133.575 105.345 -3.616
134.543 105.336 -3.800
135.518 105.327 -3.979
136.500 105.319 -4.156
137.490 105.313 -4.335
138.486 105.307 -4.520
139.489 105.302 -4.712
140.500 105.296 -4.913
141.518 105.290 -5.120
142.544 105.284 -5.331
143.577 105.276 -5.545
144.617 105.269 -5.761
145.665 105.261 -5.980
146.721 105.252 -6.205
147.784 105.242 -6.434
148.855 105.231 -6.663
149.933 105.219 -6.886
151.020 105.207 -7.101
152.114 105.195 -7.313
153.217 105.183 -7.523
154.327 105.172 -7.733
155.445 105.160 -7.943
156.572 105.149 -8.149
157.706 105.138 -8.353
158.849 105.128 -8.556
160.000 105.118 -8.763
161.159 105.109 -8.975
162.327 105.100 -9.192
163.504 105.091 -9.417
164.688 105.082 -9.653
165.882 105.070 -9.893
167.084 105.058 -10.127
168.295 105.047 -10.358
169.514 105.038 -10.598
170.742 105.028 -10.854
171.980 105.018 -11.122
173.226 105.007 -11.399
174.481 104.995 -11.687
175.746 104.982 -11.989
177.019 104.968 -12.300
178.302 104.951 -12.617
179.594 104.934 -12.938
180.895 104.915 -13.265
182.206 104.894 -13.600
183.527 104.870 -13.938
184.856 104.845 -14.278
186.196 104.817 -14.621
187.545 104.786 -14.964
188.904 104.753 -15.302
190.273 104.716 -15.629
191.652 104.678 -15.942
193.041 104.640 -16.248
194.440 104.600 -16.549
195.849 104.559 -16.845
197.268 104.516 -17.138
198.697 104.471 -17.424
200.137 104.425 -17.698
201.587 104.378 -17.962
203.048 104.329 -18.219
204.520 104.278 -18.459
206.002 104.227 -18.671
207.494 104.179 -18.863
208.998 104.133 -19.053
210.512 104.087 -19.248
212.038 104.042 -19.445
213.574 103.996 -19.641
215.122 103.949 -19.830
216.681 103.901 -20.007
218.251 103.855 -20.174
219.833 103.811 -20.342
221.426 103.767 -20.523
223.030 103.721 -20.710
224.646 103.672 -20.887
226.274 103.623 -21.048
227.914 103.575 -21.203
229.565 103.529 -21.361
231.229 103.483 -21.528
232.905 103.436 -21.710
234.592 103.387 -21.898
236.292 103.336 -22.064
238.004 103.287 -22.212
239.729 103.243 -22.367
241.466 103.200 -22.538
243.216 103.158 -22.726
244.979 103.114 -22.936
246.754 103.064 -23.154
248.542 103.011 -23.354
250.343 102.959 -23.532
252.157 102.910 -23.726
253.984 102.859 -23.959
255.825 102.803 -24.213
257.678 102.740 -24.465
259.546 102.674 -24.700
261.426 102.605 -24.925
263.321 102.534 -25.148
265.229 102.459 -25.363
267.151 102.381 -25.562
269.087 102.300 -25.737
271.037 102.220 -25.886
273.001 102.139 -26.023
274.979 102.058 -26.152
276.972 101.976 -26.269
278.979 101.894 -26.376
281.000 101.810 -26.477
283.037 101.726 -26.570
285.088 101.641 -26.663
287.153 101.553 -26.747
289.234 101.462 -26.793
291.330 101.373 -26.807
293.441 101.285 -26.816
295.568 101.197 -26.819
297.710 101.110 -26.814
299.867 101.022 -26.812
302.040 100.933 -26.819
304.228 100.839 -26.817
306.433 100.743 -26.786
308.654 100.647 -26.720
310.890 100.553 -26.629
313.143 100.463 -26.532
315.412 100.374 -26.442
317.698 100.284 -26.365
320.000 100.191 -26.286
322.319 100.096 -26.182
324.655 100.001 -26.057
327.007 99.907 -25.924
329.377 99.812 -25.786
331.764 99.715 -25.638
334.168 99.616 -25.465
336.589 99.519 -25.261
339.028 99.424 -25.039
341.485 99.331 -24.815
343.959 99.238 -24.594
346.452 99.145 -24.378
348.962 99.050 -24.172
351.491 98.951 -23.968
354.038 98.847 -23.744
356.604 98.742 -23.486
359.188 98.638 -23.200
361.791 98.538 -22.908
364.412 98.436 -22.629
367.053 98.330 -22.351
369.713 98.219 -22.037
372.392 98.106 -21.676
375.090 97.995 -21.284
377.809 97.882 -20.878
380.546 97.765 -20.441
383.304 97.646 -19.955
386.081 97.526 -19.422
388.879 97.407 -18.842
391.697 97.290 -18.204
394.536 97.179 -17.511
397.395 97.078 -16.783
400.274 96.986 -16.046
403.175 96.899 -15.311
406.096 96.817 -14.575
409.039 96.742 -13.852
412.003 96.667 -13.148
414.989 96.592 -12.410
417.996 96.525 -11.627
421.025 96.469 -10.880
424.076 96.412 -10.208
427.149 96.348 -9.573
430.244 96.276 -8.929
433.362 96.200 -8.265
436.502 96.119 -7.562
439.665 96.038 -6.805
442.851 95.961 -6.033
446.060 95.882 -5.270
449.293 95.797 -4.479
452.548 95.709 -3.624
455.828 95.622 -2.705
459.131 95.537 -1.727
462.458 95.455 -0.687
465.809 95.376 0.426
469.184 95.304 1.615
472.584 95.240 2.875
476.009 95.188 4.199
479.458 95.150 5.594
482.933 95.134 7.040
486.432 95.142 8.475
489.957 95.166 9.863
493.507 95.204 11.208
497.084 95.259 12.485
500.686 95.325 13.642
504.314 95.393 14.679
507.968 95.462 15.620
511.649 95.528 16.474
515.357 95.586 17.267
519.091 95.639 18.029
522.853 95.685 18.775
526.642 95.726 19.528
530.458 95.766 20.292
534.302 95.804 21.054
538.174 95.840 21.834
542.074 95.878 22.648
546.002 95.921 23.473
549.958 95.968 24.289
553.943 96.015 25.095
557.958 96.064 25.912
562.001 96.118 26.737
566.073 96.176 27.537
570.175 96.234 28.303
574.307 96.291 29.068
578.469 96.353 29.852
582.660 96.423 30.599
586.883 96.492 31.300
591.135 96.558 31.999
595.419 96.625 32.708
599.734 96.693 33.417
604.080 96.762 34.117
