* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -9.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 11:06:54 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Audio-Technica M50x R
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
5,664.612 104.918 -4.408
5,705.660 105.094 -0.872
5,747.006 105.299 2.126
5,788.651 105.509 4.688
5,830.598 105.711 6.972
5,872.849 105.906 9.126
5,915.406 106.105 11.247
5,958.271 106.328 13.367
6,001.447 106.589 15.416
6,044.937 106.889 17.281
6,088.740 107.223 18.870
6,132.862 107.583 20.145
6,177.303 107.959 21.106
6,222.066 108.342 21.763
6,267.154 108.725 22.158
6,312.568 109.111 22.314
6,358.312 109.506 22.222
6,404.387 109.912 21.838
6,450.796 110.323 21.111
6,497.541 110.726 20.017
6,544.625 111.111 18.556
6,592.050 111.474 16.745
6,639.818 111.812 14.577
6,687.934 112.115 12.008
6,736.397 112.367 9.019
6,785.211 112.550 5.686
6,834.380 112.652 2.158
6,883.905 112.669 -1.414
6,933.789 112.606 -4.916
6,984.034 112.475 -8.275
7,034.643 112.281 -11.454
7,085.619 112.029 -14.418
7,136.964 111.727 -17.116
7,188.681 111.385 -19.486
7,240.773 111.010 -21.482
7,293.243 110.608 -23.068
7,346.093 110.190 -24.199
7,399.326 109.776 -24.842
7,452.944 109.396 -25.017
7,506.951 109.082 -24.859
7,561.350 108.852 -24.619
7,616.143 108.694 -24.593
7,671.332 108.577 -24.989
7,726.922 108.457 -25.848
7,782.915 108.297 -27.070
7,839.312 108.078 -28.454
7,896.120 107.804 -29.802
7,953.338 107.488 -31.005
8,010.971 107.135 -32.053
8,069.022 106.757 -32.965
8,127.493 106.357 -33.755
8,186.389 105.923 -34.366
8,245.711 105.459 -34.675
8,305.462 104.981 -34.601
8,365.647 104.500 -34.213
8,426.268 104.019 -33.578
8,487.328 103.531 -32.655
8,548.831 103.042 -31.353
8,610.779 102.571 -29.629
8,673.177 102.139 -27.571
8,736.026 101.753 -25.298
8,799.331 101.408 -22.833
8,863.095 101.107 -20.153
8,927.320 100.857 -17.301
8,992.011 100.668 -14.364
9,057.171 100.542 -11.401
9,122.803 100.481 -8.484
9,188.910 100.475 -5.709
9,255.497 100.506 -3.158
9,322.566 100.567 -0.821
9,390.121 100.663 1.353
9,458.166 100.796 3.345
9,526.704 100.960 5.074
9,595.738 101.147 6.457
9,665.273 101.341 7.488
9,735.312 101.534 8.211
9,805.857 101.720 8.671
9,876.915 101.894 8.864
9,948.487 102.050 8.765
10,020.578 102.182 8.385
10,093.191 102.284 7.764
10,166.331 102.342 6.945
10,240.000 102.344 5.978
10,314.203 102.281 4.950
10,388.944 102.144 3.995
10,464.227 101.931 3.350
10,540.055 101.672 3.316
10,616.433 101.435 3.982
10,693.363 101.272 5.022
10,770.853 101.182 5.960
10,848.902 101.114 6.563
10,927.518 101.017 6.930
11,006.703 100.880 7.346
11,086.462 100.721 8.033
11,166.799 100.557 9.029
11,247.719 100.410 10.307
11,329.224 100.302 11.847
11,411.320 100.242 13.551
11,494.012 100.219 15.254
11,577.302 100.209 16.979
11,661.195 100.232 19.058
11,745.697 100.366 21.638
11,830.812 100.686 24.227
11,916.543 101.189 26.017
12,002.895 101.783 26.463
12,089.873 102.364 25.368
12,177.480 102.846 22.776
12,265.724 103.159 18.997
12,354.606 103.232 14.655
12,444.133 103.038 10.648
12,534.309 102.645 7.819
12,625.137 102.169 6.526
12,716.624 101.727 6.594
12,808.773 101.407 7.555
12,901.592 101.250 8.833
12,995.082 101.233 9.958
13,089.250 101.310 10.689
13,184.100 101.454 10.879
13,279.637 101.632 10.328
13,375.867 101.791 8.910
13,472.794 101.875 6.704
13,570.423 101.832 3.993
13,668.760 101.656 1.198
13,767.810 101.372 -1.355
13,867.577 100.988 -3.479
13,968.067 100.515 -4.921
14,069.285 99.994 -5.462
14,171.237 99.497 -5.156
14,273.928 99.084 -4.346
14,377.362 98.748 -3.448
14,481.547 98.430 -2.612
14,586.486 98.089 -1.658
14,692.186 97.714 -0.288
14,798.651 97.319 1.895
14,905.889 96.980 5.331
15,013.902 96.863 9.977
15,122.700 97.132 14.838
15,232.285 97.763 18.394
15,342.664 98.549 19.664
15,453.844 99.286 18.633
15,565.829 99.871 15.894
15,678.625 100.273 12.120
15,792.239 100.492 7.798
15,906.676 100.536 3.281
16,021.942 100.432 -1.091
16,138.044 100.209 -5.054
16,254.986 99.900 -8.523
16,372.777 99.535 -11.542
16,491.422 99.136 -14.167
16,610.924 98.716 -16.471
16,731.295 98.270 -18.511
16,852.535 97.809 -20.143
16,974.656 97.349 -21.262
17,097.662 96.913 -21.972
17,221.559 96.528 -22.428
17,346.354 96.210 -22.810
17,472.053 95.957 -23.326
17,598.662 95.739 -24.191
17,726.189 95.514 -25.443
17,854.641 95.246 -26.873
17,984.021 94.935 -28.163
18,114.342 94.636 -29.081
18,245.605 94.418 -29.742
18,377.820 94.322 -30.629
18,510.994 94.345 -32.345
18,645.133 94.420 -35.454
18,780.242 94.430 -40.262
18,916.332 94.244 -46.544
19,053.408 93.776 -53.507
19,191.477 93.021 -60.222
19,330.547 92.045 -66.119
19,470.623 90.922 -71.095
19,611.715 89.676 -75.224
19,753.830 88.318 -78.379
19,896.975 87.015 -80.308
